word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2
stay,They stayed wet,They stayed cold,TRUE,Polysemy,wet,cold,M1_a_M1_b,V,3857142857,4,0142857143,14,036313652,0080325246,0049073398,0097052317,M1_a,M1_b
stay,They stayed nearby,They stayed overnight,TRUE,Polysemy,nearby,overnight,M2_a_M2_b,V,3555555556,4,0444444444,9,0726483157,0248371005,0081363201,0242161052,M2_a,M2_b
tap,He tapped the keg,He tapped the stick,FALSE,Homonymy,keg,stick,M1_a_M2_a,V,125,05,075,12,1602554779,0064929307,0059841752,0462617716,M1_a,M2_a
tap,He tapped the keg,He tapped the drums,FALSE,Homonymy,keg,drums,M1_a_M2_b,V,13125,1,03125,16,1400892573,0108148277,0119889259,0350223143,M1_a,M2_b
tap,He tapped the beer,He tapped the stick,FALSE,Homonymy,beer,stick,M1_b_M2_a,V,1421052632,1,0421052632,19,1169795304,0134595156,007687825,0268369448,M1_b,M2_a
tap,He tapped the beer,He tapped the drums,FALSE,Homonymy,beer,drums,M1_b_M2_b,V,1714285714,1,0714285714,7,1704336206,015184027,0124992728,0644178536,M1_b,M2_b
tap,He tapped the keg,He tapped the beer,TRUE,Homonymy,keg,beer,M1_a_M1_b,V,25,3,05,16,1549193338,0097269237,0046793878,0387298335,M1_a,M1_b
tap,He tapped the stick,He tapped the drums,TRUE,Homonymy,stick,drums,M2_a_M2_b,V,3,3,0,7,1,0097163141,0124092579,0377964473,M2_a,M2_b
tape,He used the scotch tape,He used the interview tape,FALSE,Polysemy,scotch,interview,M1_a_M2_a,N,04,0,04,15,0632455532,0198552668,0066827834,0163299316,M1_a,M2_a
tape,He used the scotch tape,He used the video tape,FALSE,Polysemy,scotch,video,M1_a_M2_b,N,1090909091,0,1090909091,11,1445997611,0173618793,0050383449,0435984684,M1_a,M2_b
tape,He used the double sided tape,He used the interview tape,FALSE,Polysemy,double sided,interview,M1_b_M2_a,N,0533333333,0,0533333333,15,1060098827,0485456288,0132503986,027371634,M1_b,M2_a
tape,He used the double sided tape,He used the video tape,FALSE,Polysemy,double sided,video,M1_b_M2_b,N,0571428571,0,0571428571,14,0937614462,0510699838,0092749536,0250588006,M1_b,M2_b
tape,He used the scotch tape,He used the double sided tape,TRUE,Polysemy,scotch,double sided,M1_a_M1_b,N,4,4,0,13,0,0505158365,0088222742,0,M1_a,M1_b
tape,He used the interview tape,He used the video tape,TRUE,Polysemy,interview,video,M2_a_M2_b,N,3444444444,4,0555555556,9,0881917104,0063471198,0039654732,0293972368,M2_a,M2_b
term,It was a winter term,It was a legal term,FALSE,Polysemy,winter,legal,M1_a_M2_a,N,08,1,02,15,1082325539,0377250016,0096574903,0279455252,M1_a,M2_a
term,It was a winter term,It was a technical term,FALSE,Polysemy,winter,technical,M1_a_M2_b,N,12,1,02,15,1207121724,0417370081,0087095797,0311677489,M1_a,M2_b
term,It was a fall term,It was a legal term,FALSE,Polysemy,fall,legal,M1_b_M2_a,N,0882352941,0,0882352941,17,1268973647,025068289,0109428346,0307771317,M1_b,M2_a
term,It was a fall term,It was a technical term,FALSE,Polysemy,fall,technical,M1_b_M2_b,N,0545454545,0,0545454545,11,0934198733,0273746848,0098052561,0281671516,M1_b,M2_b
term,It was a winter term,It was a fall term,TRUE,Polysemy,winter,fall,M1_a_M1_b,N,3916666667,4,0083333333,12,0288675135,0172729552,0077611864,0083333333,M1_a,M1_b
term,It was a legal term,It was a technical term,TRUE,Polysemy,legal,technical,M2_a_M2_b,N,3428571429,4,0571428571,7,0786795792,0086290538,0052590013,0297380857,M2_a,M2_b
tick,It was a clock tick,It was a parasitic tick,FALSE,Homonymy,clock,parasitic,M1_a_M2_a,N,0125,0,0125,16,0341565026,0401510119,0182157278,0085391256,M1_a,M2_a
tick,It was a clock tick,It was a diseased tick,FALSE,Homonymy,clock,diseased,M1_a_M2_b,N,0166666667,0,0166666667,12,0389249472,0419999659,0182493091,0112366644,M1_a,M2_b
tick,It was an audible tick,It was a parasitic tick,FALSE,Homonymy,audible,parasitic,M1_b_M2_a,N,0555555556,0,0555555556,9,1130388331,0367533743,0118630707,037679611,M1_b,M2_a
tick,It was an audible tick,It was a diseased tick,FALSE,Homonymy,audible,diseased,M1_b_M2_b,N,0,0,0,10,0,0400648236,0146961331,0,M1_b,M2_b
tick,It was a clock tick,It was an audible tick,TRUE,Homonymy,clock,audible,M1_a_M1_b,N,2555555556,25,0055555556,18,1247219129,0227330804,0133767307,0293972368,M1_a,M1_b
tick,It was a parasitic tick,It was a diseased tick,TRUE,Homonymy,parasitic,diseased,M2_a_M2_b,N,375,4,025,12,0452267017,0064808846,0040089488,0130558242,M2_a,M2_b
tip,It was a generous tip,It was a pencil tip,FALSE,Homonymy,generous,pencil,M1_a_M2_a,N,0125,0,0125,8,0353553391,0387852728,0079369009,0125,M1_a,M2_a
tip,It was a generous tip,It was a finger tip,FALSE,Homonymy,generous,finger,M1_a_M2_b,N,01,0,01,10,0316227766,0304480195,0091443419,01,M1_a,M2_b
tip,It was a stingy tip,It was a pencil tip,FALSE,Homonymy,stingy,pencil,M1_b_M2_a,N,0666666667,0,0666666667,9,0866025404,0293498874,0077552915,0288675135,M1_b,M2_a
tip,It was a stingy tip,It was a finger tip,FALSE,Homonymy,stingy,finger,M1_b_M2_b,N,0294117647,0,0294117647,17,0587867532,0243239701,0091838002,0142578819,M1_b,M2_b
tip,It was a generous tip,It was a stingy tip,TRUE,Homonymy,generous,stingy,M1_a_M1_b,N,3933333333,4,0066666667,15,025819889,0260650516,0030067265,0066666667,M1_a,M1_b
tip,It was a pencil tip,It was a finger tip,TRUE,Homonymy,pencil,finger,M2_a_M2_b,N,2555555556,3,0444444444,18,1423426777,0144928873,004379636,0335504909,M2_a,M2_b
title,She liked the essay title,She liked the academic title,FALSE,Polysemy,essay,academic,M1_a_M2_a,N,1571428571,1,0571428571,14,1696797242,0239683568,0054930091,0453488138,M1_a,M2_a
title,She liked the essay title,She liked the professional title,FALSE,Polysemy,essay,professional,M1_a_M2_b,N,18125,2,01875,16,1327591805,0341364086,0112736285,0331897951,M1_a,M2_b
title,She liked the poem title,She liked the academic title,FALSE,Polysemy,poem,academic,M1_b_M2_a,N,3142857143,3,0142857143,7,1069044968,0325790405,0067600965,0404061018,M1_b,M2_a
title,She liked the poem title,She liked the professional title,FALSE,Polysemy,poem,professional,M1_b_M2_b,N,2076923077,2,0076923077,13,1255755978,0391970217,0119180441,0348284044,M1_b,M2_b
title,She liked the essay title,She liked the poem title,TRUE,Polysemy,essay,poem,M1_a_M1_b,N,4,4,0,17,0,0129740179,0019377232,0,M1_a,M1_b
title,She liked the academic title,She liked the professional title,TRUE,Polysemy,academic,professional,M2_a_M2_b,N,38,4,02,10,0421637021,0093400538,0063942671,0133333333,M2_a,M2_b
toast,They toasted the bread,They toasted the host,FALSE,Homonymy,bread,host,M1_a_M2_a,V,0166666667,0,0166666667,12,0389249472,0222294986,0130103528,0112366644,M1_a,M2_a
toast,They toasted the bread,They toasted the bride,FALSE,Homonymy,bread,bride,M1_a_M2_b,V,0285714286,0,0285714286,14,0468807231,0241852403,0182386577,0125294003,M1_a,M2_b
toast,They toasted the strudel,They toasted the host,FALSE,Homonymy,strudel,host,M1_b_M2_a,V,0461538462,0,0461538462,13,1126601424,0140097976,0132887423,0312463016,M1_b,M2_a
toast,They toasted the strudel,They toasted the bride,FALSE,Homonymy,strudel,bride,M1_b_M2_b,V,01,0,01,10,0316227766,0180000246,0165035546,01,M1_b,M2_b
toast,They toasted the bread,They toasted the strudel,TRUE,Homonymy,bread,strudel,M1_a_M1_b,V,3583333333,4,0416666667,12,1164500153,0095331252,0067792237,0336162238,M1_a,M1_b
toast,They toasted the host,They toasted the bride,TRUE,Homonymy,host,bride,M2_a_M2_b,V,35625,4,04375,16,1209338662,0107216835,0095477164,0302334666,M2_a,M2_b
toll,It was a costly toll,It was a loud toll,FALSE,Homonymy,costly,loud,M1_a_M2_a,N,1777777778,1,0777777778,9,1394433378,0287602782,0064157188,0464811126,M1_a,M2_a
toll,It was a costly toll,It was a bell toll,FALSE,Homonymy,costly,bell,M1_a_M2_b,N,0857142857,0,0857142857,14,1231455852,0376441181,0106635153,032912042,M1_a,M2_b
toll,It was a road toll,It was a loud toll,FALSE,Homonymy,road,loud,M1_b_M2_a,N,0357142857,0,0357142857,14,0497245158,0309844851,0092908859,0132894358,M1_b,M2_a
toll,It was a road toll,It was a bell toll,FALSE,Homonymy,road,bell,M1_b_M2_b,N,0636363636,0,0636363636,11,0809039835,0347767413,0077217638,0243934688,M1_b,M2_b
toll,It was a costly toll,It was a road toll,TRUE,Homonymy,costly,road,M1_a_M1_b,N,2266666667,2,0266666667,15,1437590577,0204722881,00966627,0371184291,M1_a,M1_b
toll,It was a loud toll,It was a bell toll,TRUE,Homonymy,loud,bell,M2_a_M2_b,N,2357142857,25,0142857143,14,1598419549,0216206491,0069992304,0427195594,M2_a,M2_b
track,She saw the train tracks,She saw the moose tracks,FALSE,Polysemy,train,moose,M1_a_M2_a,N,2076923077,2,0076923077,13,1037749043,0211046398,005438292,0287819799,M1_a,M2_a
track,She saw the train tracks,She saw the snowshoe tracks,FALSE,Polysemy,train,snowshoe,M1_a_M2_b,N,275,3,025,12,1138180366,0286395967,003734684,032856437,M1_a,M2_b
track,She saw the trolley tracks,She saw the moose tracks,FALSE,Polysemy,trolley,moose,M1_b_M2_a,N,1666666667,2,0333333333,12,123091491,0148312688,0047146738,0355334527,M1_b,M2_a
track,She saw the trolley tracks,She saw the snowshoe tracks,FALSE,Polysemy,trolley,snowshoe,M1_b_M2_b,N,2384615385,2,0384615385,13,1609268029,0212822378,0034026444,0446330646,M1_b,M2_b
track,She saw the train tracks,She saw the trolley tracks,TRUE,Polysemy,train,trolley,M1_a_M1_b,N,3333333333,4,0666666667,18,1283377896,0059133589,0011585116,0302495071,M1_a,M1_b
track,She saw the moose tracks,She saw the snowshoe tracks,TRUE,Polysemy,moose,snowshoe,M2_a_M2_b,N,3777777778,4,0222222222,9,0440958552,0091531277,0022711694,0146986184,M2_a,M2_b
yard,It was five yards,They were big yards,FALSE,Homonymy,five,big,M1_a_M2_a,N,075,05,025,12,0866025404,0315510988,0118784904,025,M1_a,M2_a
yard,It was five yards,They were cluttered yards,FALSE,Homonymy,five,cluttered,M1_a_M2_b,N,0555555556,0,0555555556,18,0783823376,0391850471,0160174072,0184748942,M1_a,M2_b
yard,It was ten yards,They were big yards,FALSE,Homonymy,ten,big,M1_b_M2_a,N,12,1,02,15,1264911064,0311127782,0107001245,0326598632,M1_b,M2_a
yard,It was ten yards,They were cluttered yards,FALSE,Homonymy,ten,cluttered,M1_b_M2_b,N,0416666667,0,0416666667,12,0900336637,0387729406,0144338369,02599048,M1_b,M2_b
yard,It was five yards,It was ten yards,TRUE,Homonymy,five,ten,M1_a_M1_b,N,4,4,0,7,0,0009858191,0005891144,0,M1_a,M1_b
yard,They were big yards,They were cluttered yards,TRUE,Homonymy,big,cluttered,M2_a_M2_b,N,3230769231,4,0769230769,13,148064435,0162642956,0064733982,0410656856,M2_a,M2_b
